Document ID,Status,Source Text,Summary,Detected Language,Detected Language Score,Document Sentiment,Document Sentiment +/-
"Aug. 1, 2018 at 4:06 p.m. ET",PROCESSED,"His winning bet during the financial crisis garnered him fame—now, he’s betting against Elon Musk’s Tesla","His winning bet during the financial crisis garnered him fame—now, he’s betting against Elon Musk’s Tesla... ",English,0.19620338,0.117605835,neutral
"Aug. 1, 2018 at 4:07 p.m. ET",PROCESSED,Tesla shares up 4.4% after mixed earnings,Tesla shares up 4.4% after mixed earnings... ,English,0.61810535,0,neutral
"Aug. 1, 2018 at 4:07 p.m. ET",PROCESSED,Tesla Q2 rev. $4 billion vs. expectations $3.99 billion,Tesla Q2 rev. $4 billion vs. expectations $3.99 billion... ,English,0.9312534,0,neutral
"Aug. 1, 2018 at 4:08 p.m. ET",PROCESSED,"Tesla: 'We expect to produce 50,000 to 55,000 Model 3 vehicles in Q3'","Tesla: 'We expect to produce 50,000 to 55,000 Model 3 vehicles in Q3'... ",English,0.13385122,0,neutral
"Aug. 1, 2018 at 4:09 p.m. ET",PROCESSED,"Tesla: Model 3 gross margins to grow to 15% in Q3, 20% in Q4","Tesla: Model 3 gross margins to grow to 15% in Q3, 20% in Q4... ",English,0.10781421,0,neutral
"Aug. 1, 2018 at 4:10 p.m. ET",PROCESSED,"Tesla: 2018 capex to be below $2.5 billion, vs. $3.4 billion.in 2017","Tesla: 2018 capex to be below $2.5 billion, vs. $3.4 billion.in 2017... ",English,0.120242365,0,neutral
"Aug. 1, 2018 at 4:11 p.m. ET",PROCESSED,"Tesla: Model S, Model X delivery target of 100,000 in 2018 unchanged","Tesla: Model S, Model X delivery target of 100,000 in 2018 unchanged... ",English,0.11125088,0,neutral
"Aug. 1, 2018 at 4:12 p.m. ET",PROCESSED,"Tesla aims to produce 6,000 Model 3/week by late August","Tesla aims to produce 6,000 Model 3/week by late August... ",English,0.15094766,0,neutral
"Aug. 1, 2018 at 4:20 p.m. ET",PROCESSED,Tesla rises 1.3% after reporting mixed quarterly results,Tesla rises 1.3% after reporting mixed quarterly results... ,English,0.9999954,0,neutral
"Aug. 1, 2018 at 6:11 p.m. ET",PROCESSED,Tesla reveals new chips for self-driving cars,Tesla reveals new chips for self-driving cars... ,English,0.1506626,0,neutral
"Aug. 1, 2018 at 7:03 p.m. ET",PROCESSED,Live blog recap: Tesla earnings send stock higher,Live blog recap: Tesla earnings send stock higher... ,English,0.36172038,0,neutral
"Aug. 1, 2018 at 7:23 a.m. ET",PROCESSED,"Ex-SolarCity workers sue Tesla, claiming it inflated sales with fake accounts","Ex-SolarCity workers sue Tesla, claiming it inflated sales with fake accounts... ",English,0.2057256,0,neutral
"Aug. 1, 2018 at 8:28 a.m. ET",PROCESSED,This is how much Elon Musk’s star is fading as Tesla’s earnings roll in,This is how much Elon Musk’s star is fading as Tesla’s earnings roll in... ,English,0.1322744,0,neutral
"Aug. 1, 2019 at 11:57 a.m. ET",PROCESSED,"Charting a Fed-fueled market whipsaw, S&P 500 spikes from major support","Charting a Fed-fueled market whipsaw, S&P 500 spikes from major support... ",English,0.102607444,0,neutral
"Aug. 1, 2019 at 5:01 p.m. ET",PROCESSED,Stock investors should enjoy the party but know when to leave,Stock investors should enjoy the party but know when to leave... ,English,0.20963499,0.49000001,positive
"Aug. 1, 2019 at 8:08 a.m. ET",PROCESSED,Tesla Chair Robyn Denholm Bought Stock After It Slumped,Tesla Chair Robyn Denholm Bought Stock After It Slumped... ,English,0.33031446,-0.49000001,negative
"Aug. 1, 2019 at 9:15 a.m. ET",PROCESSED,Harvard has the highest number of ultra-rich alumni — by an insane margin,Harvard has the highest number of ultra-rich alumni — by an insane margin... ,English,0.16110203,-0.75,negative
"Aug. 1, 2020 at 12:33 p.m. ET",PROCESSED,"‘Trouble’s coming,’ warns short-selling legend who just cashed in a roughly $100 million winning bet","‘Trouble’s coming,’ warns short-selling legend who just cashed in a roughly $100 million winning bet... ",English,0.1033863,0.004205823,neutral
"Aug. 1, 2020 at 2:40 p.m. ET",PROCESSED,Here are five value-stock picks that set up your portfolio for a pandemic recovery,Here are five value-stock picks that set up your portfolio for a pandemic recovery... ,English,0.12836719,-0.065000013,negative
"Aug. 1, 2020 at 7:00 a.m. ET",PROCESSED,"A Huge Pension Sold Apple, Microsoft, and Tesla Stock. Here’s What It Bought.","A Huge Pension Sold Apple, Microsoft, and Tesla Stock... Here’s What It Bought... ",English,0.11755462,0.200000003,neutral
"Aug. 1, 2020 at 7:57 a.m. ET",PROCESSED,Bill Gates on Elon Musk’s controversial coronavirus comments: Stick with electric cars and rockets,Bill Gates on Elon Musk’s controversial coronavirus comments: Stick with electric cars and rockets... ,English,0.16364388,0.542222202,positive
"Aug. 1, 2020 at 8:44 a.m. ET",PROCESSED,Why the S&P 500 may now be easier to beat and what this means for your investments,Why the S&P 500 may now be easier to beat and what this means for your investments... ,English,0.17313856,0.49000001,positive
"Aug. 10, 2006 at 12:24 p.m. ET",PROCESSED,"Buy global, short local","Buy global, short local... ",English,0.30441892,0,neutral
"Aug. 10, 2007 at 2:45 p.m. ET",PROCESSED,ETFs draw a record $13.2 bln in weekly inflows,ETFs draw a record $13.2 bln in weekly inflows... ,English,0.09553204,0,neutral
"Aug. 10, 2010 at 1:50 p.m. ET",PROCESSED,S&P 500 holds tenuously above the 200-day,S&P 500 holds tenuously above the 200-day... ,English,0.18628475,-0.480000019,negative
"Aug. 10, 2010 at 2:38 p.m. ET",PROCESSED,ETFs react to Fed statement,ETFs react to Fed statement... ,English,0.13416182,0,neutral
"Aug. 10, 2015 at 9:11 a.m. ET",PROCESSED,"Warren Buffett’s favorite indicator shows it’s time to unload stocks, buy bonds","Warren Buffett’s favorite indicator shows it’s time to unload stocks, buy bonds... ",English,0.14995125,0.600000024,positive
"Aug. 10, 2016 at 10:31 a.m. ET",PROCESSED,The chart that’s proving crash-happy stock bears wrong,The chart that’s proving crash-happy stock bears wrong... ,English,0.17744799,0.050000012,neutral
"Aug. 10, 2016 at 3:53 a.m. ET",PROCESSED,What investors can take away from Trump on trade,What investors can take away from Trump on trade... ,English,0.316312,0,neutral
"Aug. 10, 2017 at 12:00 p.m. ET",PROCESSED,"S&P 500 sells off to the 2,450 breakout point, Nasdaq ventures under 50-day average","S&P 500 sells off to the 2,450 breakout point, Nasdaq ventures under 50-day average... ",English,0.17503922,-0.545000017,negative
"Aug. 10, 2017 at 2:42 p.m. ET",PROCESSED,Nvidia earnings: Cryptocurrency boom could lead to new products,Nvidia earnings: Cryptocurrency boom could lead to new products... ,English,0.20982192,0,neutral
"Aug. 10, 2018 at 1:43 p.m. ET",PROCESSED,In Defense of Public Markets,In Defense of Public Markets... ,English,0.10533484,0,neutral
"Aug. 10, 2018 at 11:44 a.m. ET",PROCESSED,S&P 500 ventures under the breakout point amid currency cross currents,S&P 500 ventures under the breakout point amid currency cross currents... ,English,0.17763716,-0.654000044,negative
"Aug. 10, 2018 at 2:03 p.m. ET",PROCESSED,Weekend roundup: Musk’s ‘funding secured’ | Buffett’s market warning | A new trade war,Weekend roundup: Musk’s ‘funding secured’ | Buffett’s market warning | A new trade war... ,English,0.1095378,-0.588000059,negative
"Aug. 10, 2018 at 2:12 p.m. ET",PROCESSED,Riding Tesla’s Volatile Shares,Riding Tesla’s Volatile Shares... ,English,0.999983,-0.600000024,negative
"Aug. 10, 2018 at 2:24 p.m. ET",PROCESSED,Musk’s Buyout Plan May Signal Market Woes Ahead,Musk’s Buyout Plan May Signal Market Woes Ahead... ,English,0.41840023,0,neutral
"Aug. 10, 2018 at 4:30 p.m. ET",PROCESSED,How Some CEOs Successfully Run More Than One Company,How Some CEOs Successfully Run More Than One Company... ,English,0.6663368,0.75,positive
"Aug. 10, 2018 at 8:26 a.m. ET",PROCESSED,Here’s what the junk-bond market says about Tesla going private,Here’s what the junk-bond market says about Tesla going private... ,English,0.228963,0,neutral
"Aug. 10, 2018 at 8:38 a.m. ET",PROCESSED,Investors are overlooking this incredibly valuable part of Tesla’s business,Investors are overlooking this incredibly valuable part of Tesla’s business... ,English,0.19156252,1.350000024,positive
"Aug. 10, 2018 at 9:03 a.m. ET",PROCESSED,This S&P 500 chart shows the market is at a critical juncture,This S&P 500 chart shows the market is at a critical juncture... ,English,0.13460892,-0.49000001,negative
"Aug. 10, 2019 at 4:00 p.m. ET",PROCESSED,The case for owning gold keeps getting stronger,The case for owning gold keeps getting stronger... ,English,0.15663113,0,neutral
"Aug. 10, 2020 at 10:15 a.m. ET",PROCESSED,Nikola Stock Shoots Higher Because Companies Might Actually Want What It’s Selling,Nikola Stock Shoots Higher Because Companies Might Actually Want What It’s Selling... ,English,0.9009168,0,neutral
"Aug. 10, 2020 at 11:18 p.m. ET",PROCESSED,China auto sales rise for fourth straight month,China auto sales rise for fourth straight month... ,English,0.14820297,0,neutral
"Aug. 10, 2020 at 11:59 a.m. ET",PROCESSED,"Charting a bull-trend pullback, S&P 500 nails first support (3,328)","Charting a bull-trend pullback, S&P 500 nails first support (3,328)... ",English,0.096857555,0,neutral
"Aug. 10, 2020 at 12:49 p.m. ET",PROCESSED,"The Giving Pledge turns 10: These billionaires pledged to give away half their wealth, but they soon ran into a problem","The Giving Pledge turns 10: These billionaires pledged to give away half their wealth, but they soon ran into a problem... ",English,0.15038894,-0.692324877,negative
"Aug. 11, 2010 at 6:14 p.m. ET",PROCESSED,Cisco Systems shares hit in evening session after results,Cisco Systems shares hit in evening session after results... ,English,0.12334783,0,neutral
"Aug. 11, 2010 at 8:05 a.m. ET",PROCESSED,Premarket ETF action points to lower open,Premarket ETF action points to lower open... ,English,0.14572084,0,neutral
"Aug. 11, 2011 at 10:30 a.m. ET",PROCESSED,"Bulls absorb second test of S&P 1,120","Bulls absorb second test of S&P 1,120... ",Romanian,0.12698016,0,neutral
"Aug. 11, 2014 at 10:46 a.m. ET",PROCESSED,Tesla up more than 5% on upgrade to 'buy',Tesla up more than 5% on upgrade to 'buy'... ,English,0.1947821,0.720000029,positive
"Aug. 11, 2014 at 12:46 p.m. ET",PROCESSED,"Kinder Morgan soars, Tesla rallies on upgrade","Kinder Morgan soars, Tesla rallies on upgrade... ",Danish,0.13603565,0.563333333,positive
"Aug. 11, 2014 at 2:11 p.m. ET",PROCESSED,The job-growth lie,,English,0.17262277,0,neutral
"Aug. 11, 2014 at 4:06 p.m. ET",PROCESSED,Tesla closes at record high,Tesla closes at record high... ,English,0.20643307,0.100000001,neutral
"Aug. 11, 2014 at 4:08 p.m. ET",PROCESSED,U.S. small caps lead broad stock-market gains,U.S. small caps lead broad stock-market gains... ,English,0.3299223,0,neutral
"Aug. 11, 2014 at 4:13 p.m. ET",PROCESSED,Tesla rallies 4.5% to close at record,Tesla rallies 4.5% to close at record... ,English,0.17427443,0.600000024,positive
"Aug. 11, 2015 at 3:21 p.m. ET",PROCESSED,What speculators should take away from the recent Nasdaq action,What speculators should take away from the recent Nasdaq action... ,English,0.22791032,0,neutral
"Aug. 11, 2015 at 7:23 a.m. ET",PROCESSED,"Buying Tesla, Google, and Amazon, Avoiding Netflix","Buying Tesla, Google, and Amazon, Avoiding Netflix... ",English,0.14682865,0,neutral
"Aug. 11, 2016 at 1:24 p.m. ET",PROCESSED,Tesla’s Autopilot lost in translation in China,Tesla’s Autopilot lost in translation in China... ,English,0.1007369,-0.375819892,negative
"Aug. 11, 2016 at 10:11 a.m. ET",PROCESSED,Pioneer of smart-beta investing warns strategy is being abused,Pioneer of smart-beta investing warns strategy is being abused... ,English,0.13243592,-0.600000024,negative
"Aug. 11, 2016 at 11:53 a.m. ET",PROCESSED,"Dow industrials tag record highs, breakout attempt underway","Dow industrials tag record highs, breakout attempt underway... ",Swedish,0.21676873,-0.545000017,negative
"Aug. 11, 2017 at 12:35 p.m. ET",PROCESSED,"Charting a bearish technical tilt, S&P 500 violates the breakout point","Charting a bearish technical tilt, S&P 500 violates the breakout point... ",English,0.11496702,-0.53222841,negative
"Aug. 11, 2017 at 3:19 p.m. ET",PROCESSED,"Tesla prices bond deal at yield of 5.25%, upsizes to $1.8 billion from $1.5 billion: WSJ","Tesla prices bond deal at yield of 5.25%, upsizes to $1.8 billion from $1.5 billion: WSJ... ",English,0.17870761,0,neutral
"Aug. 11, 2017 at 3:30 a.m. ET",PROCESSED,Contrarian investor: Reports of the internal combustion engine’s death are greatly exaggerated,Contrarian investor: Reports of the internal combustion engine’s death are greatly exaggerated... ,English,0.16010547,-0.103000008,negative
"Aug. 11, 2017 at 8:41 a.m. ET",PROCESSED,The hot commodity riding in Tesla’s slipstream — and how to bet on it,The hot commodity riding in Tesla’s slipstream — and how to bet on it... ,English,0.13423483,0,neutral
"Aug. 11, 2018 at 10:59 a.m. ET",PROCESSED,"Hey Elon Musk, where’s the funding to take Tesla private?","Hey Elon Musk, where’s the funding to take Tesla private?... ",English,0.16029227,0,neutral
"Aug. 11, 2018 at 11:20 a.m. ET",PROCESSED,Musk’s plan to take Tesla private and allow outside shareholders is not an easy path,Musk’s plan to take Tesla private and allow outside shareholders is not an easy path... ,English,0.16992806,-0.49000001,negative
"Aug. 11, 2018 at 3:10 p.m. ET",PROCESSED,Musk’s fight with short sellers advanced by first lawsuit over Tesla’s going-private tease,Musk’s fight with short sellers advanced by first lawsuit over Tesla’s going-private tease... ,English,0.27859864,-0.133333325,negative
"Aug. 11, 2018 at 3:35 p.m. ET",PROCESSED,Spaceport race is on as municipalities woo the likes of SpaceX and Bezos’s Blue Origin,Spaceport race is on as municipalities woo the likes of SpaceX and Bezos’s Blue Origin... ,English,0.14376295,0,neutral
"Aug. 11, 2020 at 10:24 a.m. ET",PROCESSED,NIO Beat Earnings Expectations. Here’s Why Its Stock Is Falling.,NIO Beat Earnings Expectations... Here’s Why Its Stock Is Falling... ,English,0.22340794,0,neutral
"Aug. 11, 2020 at 12:12 p.m. ET",PROCESSED,"Charting the approach of record highs, S&P 500 rises amid market rotation","Charting the approach of record highs, S&P 500 rises amid market rotation... ",English,0.156728,0,neutral
"Aug. 11, 2020 at 5:03 p.m. ET",PROCESSED,Tesla stock surges 7% after stock split news,Tesla stock surges 7% after stock split news... ,English,0.8961815,0,neutral
"Aug. 11, 2020 at 5:03 p.m. ET",PROCESSED,Tesla plans five-for-one stock split,Tesla plans five-for-one stock split... ,English,0.15079398,0,neutral
"Aug. 11, 2020 at 5:03 p.m. ET",PROCESSED,Tesla's board approves stock split,Tesla's board approves stock split... ,English,0.24413355,0.49000001,positive
"Aug. 11, 2020 at 5:10 p.m. ET",PROCESSED,Tesla stock soars 7% on 5-to-1 stock split news,Tesla stock soars 7% on 5-to-1 stock split news... ,English,0.1425678,0.588000059,positive
"Aug. 11, 2020 at 5:35 p.m. ET",PROCESSED,How China Could Retaliate Against Apple and Tesla for TikTok and WeChat Bans,How China Could Retaliate Against Apple and Tesla for TikTok and WeChat Bans... ,English,0.164527,-0.57872355,negative
"Aug. 11, 2020 at 5:40 p.m. ET",PROCESSED,Stock-market ETFs edge higher as Joe Biden picks Kamala Harris as running mate in race for White House,Stock-market ETFs edge higher as Joe Biden picks Kamala Harris as running mate in race for White House... ,English,0.120868064,0,neutral
"Aug. 11, 2020 at 5:47 p.m. ET",PROCESSED,Tesla Is Splitting Its Stock. Here’s What That Means.,Tesla Is Splitting Its Stock... Here’s What That Means... ,English,0.25994307,0,neutral
"Aug. 11, 2020 at 8:16 a.m. ET",PROCESSED,"Nio's stock soars toward record territory after narrower-than-expected loss, upbeat deliveries outlook","Nio's stock soars toward record territory after narrower-than-expected loss, upbeat deliveries outlook... ",English,0.57029444,0.172499999,neutral
"Aug. 11, 2020 at 9:27 a.m. ET",PROCESSED,"After 150 days of the COVID-19 pandemic, here are the best- and worst-performing stocks","After 150 days of the COVID-19 pandemic, here are the best- and worst-performing stocks... ",English,0.17841037,-0.188000023,negative
"Aug. 12, 2009 at 10:15 a.m. ET",PROCESSED,Market bears struggle to find traction,Market bears struggle to find traction... ,English,0.14699472,-0.571416378,negative
